"Name","Slug","Nation","Class","Tier","Type","Hitpoints","Effective HP","Armor","Torpedo Protection","Main Battery","Range","Reload Time","Turret Turn Time","Gun Traverse","Sigma","HE Damage","HE Alpha Strike","HE DPM","Fires/Min","AP Damage","Overmatch","AP Alpha Strike","AP DPM","Secondary Range","Sec Battery","AA Max DPS","AA Max Range","Max Speed","Turning Circle","Rudder Shift","Surface Detect","Air Detect","Smoke Penalty","Torp Layout","Torp Range","Torp Damage","Torp Speed","Torp Reload","Torp Detect","Consumables","Mod Slot 1","Mod Slot 2","Mod Slot 3","Mod Slot 4"
"G-101","g-101","Germany","Destroyer","III","Premium","11,000","11,000","6-13 mm","0%","105 mm 4x1","9.10 km","4.0 s","18.0 s","10.0°/s","2.00","1,200","4,800","72,000","2.78","2,300","7 mm","9,200","138,000","","","3","1.00 km","33.5 kt","520 m","2.9 s","5.30 km","2.80 km","2.00 km","","","","","","","","","","",""
"G-101 Alpha","g-101-alpha","Germany","Destroyer","II","Premium","11,000","11,000","6-13 mm","0%","105 mm 4x1","9.10 km","4.0 s","18.0 s","10.0°/s","2.00","1,200","4,800","72,000","2.78","2,300","7 mm","9,200","138,000","","","3","1.00 km","33.5 kt","520 m","2.9 s","5.30 km","2.80 km","2.00 km","","","","","","","","","","",""
"G. J. Maerker","g-j-maerker","Germany","Destroyer","VII","Tech Tree","26,700","26,700","6-25 mm","0%","150 mm 5x1","11.90 km","6.0 s","12.9 s","14.0°/s","2.00","1,800","9,000","90,000","4.72","4,000","10 mm","20,000","200,000","","","44","3.50 km","35.0 kt","760 m","6.3 s","7.20 km","3.60 km","3.10 km","","","","","","","","","","",""
"Gadjah Mada","gadjah-mada","Pan","Destroyer","VI","Tech Tree","14,300","14,300","6-16 mm","0%","120 mm 3x2","11.10 km","5.0 s","18.0 s","10.0°/s","2.00","1,700","10,200","122,400","4.72","2,100","8 mm","12,600","151,200","","","27","2.50 km","36.0 kt","590 m","4.9 s","6.90 km","3.40 km","2.40 km","","","","","","","","","","",""
"Gaede","gaede","Germany","Destroyer","V","Tech Tree","15,700","15,700","10-16 mm","0%","128 mm 4x1","10.20 km","7.5 s","22.5 s","8.0°/s","2.00","2,200","8,800","70,400","3.20","3,700","8 mm","14,800","118,400","","","51","3.50 km","36.0 kt","690 m","4.0 s","6.40 km","3.20 km","2.40 km","","","","","","","","","","",""
"Galicia","galicia","Spain","Cruiser","I","Tech Tree","27,800","27,800","10-76mm","4%","152 mm 4x2","13.60 km","9.0 s","18.0 s","10.0°/s","2.15","2,200","17,600","117,333","3.25","2,900","10 mm","23,200","154,667","","","77","3.50 km","33.0 kt","680 m","8.0 s","10.50 km","6.30 km","4.50 km","","","","","","","","","","",""
"Gallant","gallant","U.K.","Destroyer","V","Premium","12,000","12,000","6-16 mm","0%","120 mm 4x1","10.20 km","5.0 s","18.0 s","10.0°/s","2.00","1,700","6,800","81,600","3.40","2,100","8 mm","8,400","100,800","","","4","1.20 km","36.0 kt","540 m","3.0 s","6.20 km","3.20 km","2.30 km","","","","","","","","","","",""
"Gangut","gangut","U.S.S.R.","Battleship","III","Tech Tree","40,500","51,840","12-305 mm","9%","305 mm 4x3","13.30 km","36.0 s","56.3 s","3.2°/s","1.40","4,500","54,000","90,000","1.65","8,600","21 mm","103,200","172,000","3.50 km","","22","3.00 km","23.0 kt","660 m","10.2 s","12.00 km","9.60 km","9.20 km","","","","","","","","","","",""
"Gascogne","gascogne","France","Battleship","VII","Premium","63,200","98,238","18-430 mm","35%","380 mm 2x4","17.80 km","28.0 s","36.0 s","5.0°/s","1.90","5,400","43,200","92,571","2.08","13,000","26 mm","104,000","222,857","5.00 km","100 mm 8x2","219","5.00 km","32.0 kt","850 m","13.8 s","15.50 km","12.40 km","14.20 km","","","","","","","","","","",""
"Gdańsk","gdansk","Europe","Destroyer","★","Premium","24,400","24,400","6-20 mm","0%","139 mm 1x1","11.10 km","5.0 s","12.9 s","14.0°/s","2.00","2,000","14,000","168,000","6.26","","","","","","","142","4.00 km","43.0 kt","810 m","4.2 s","7.10 km","3.60 km","2.90 km","","","","","","","","","","",""
"Gearing","gearing","U.S.A.","Destroyer","★","Premium","19,400","19,400","6-21 mm","0%","127 mm 3x2","10.70 km","3.0 s","7.2 s","25.0°/s","2.00","2,000","12,000","240,000","5.30","2,300","8 mm","13,800","276,000","","","143","5.00 km","36.0 kt","640 m","3.3 s","7.10 km","3.60 km","2.60 km","","","","","","","","","","",""
"Gelderland","gelderland","The Netherlands","Cruiser","I","Tech Tree","16,600","16,600","6-125 mm","4%","120 mm 8x1","10.40 km","8.0 s","18.0 s","10.0°/s","2.00","1,700","13,600","102,000","3.30","2,000","8 mm","16,000","120,000","","","43","1.20 km","20.0 kt","3300 m","4.8 s","7.80 km","4.70 km","2.80 km","","","","","","","","","","",""
"Genova","genova","Italy","Cruiser","I","Premium","30,100","30,100","13-150 mm","7%","203 mm 4x2","13.20 km","20.0 s","25.7 s","7.0°/s","2.00","2,800","22,400","67,200","2.10","4,700","14 mm","37,600","112,800","4.00 km","102 mm 12x1","","3.50 km","34.5 kt","660 m","8.6 s","9.00 km","5.60 km","5.10 km","","","","","","","","","","",""
"Georgia","georgia","U.S.A.","Battleship","VII","Premium","63,000","97,927","6-540 mm","26%","457 mm 3x2","17.20 km","26.0 s","45.0 s","4.0°/s","1.80","6,450","38,700","89,308","2.23","15,750","31 mm","94,500","218,077","5.00 km","127 mm 10x2","649","5.00 km","33.0 kt","890 m","16.5 s","14.80 km","12.40 km","15.00 km","","","","","","","","","","",""
"Georgia W","georgia-w","U.S.A.","Battleship","VII","Premium","63,000","97,927","6-540 mm","26%","457 mm 3x2","17.20 km","26.0 s","45.0 s","4.0°/s","1.80","6,450","38,700","89,308","2.23","15,750","31 mm","94,500","218,077","5.00 km","127 mm 10x2","649","5.00 km","33.0 kt","890 m","16.5 s","14.80 km","12.40 km","15.00 km","","","","","","","","","","",""
"Giulio Cesare","giulio-cesare","Italy","Battleship","I","Premium","45,500","64,610","6-280 mm","30%","320 mm 2x2","14.70 km","30.0 s","36.0 s","5.0°/s","1.90","4,800","48,000","96,000","1.97","9,700","22 mm","97,000","194,000","4.00 km","100 mm 4x2","123","4.00 km","27.0 kt","640 m","13.0 s","13.20 km","10.60 km","10.50 km","","","","","","","","","","",""
"Giuseppe Verdi","giuseppe-verdi","Italy","Battleship","VIII","Premium","69,100","114,706","19-410 mm","27%","406 mm 3x3","16.40 km","31.0 s","36.0 s","5.0°/s","1.70","5,700","51,300","99,290","1.90","12,600","28 mm","113,400","219,484","6.00 km","90 mm 12x2","377","4.00 km","32.0 kt","860 m","15.2 s","15.40 km","12.30 km","14.80 km","","","","","","","","","","",""
"Giussano","giussano","Italy","Cruiser","III","Tech Tree","24,000","24,000","6-40 mm","7%","152 mm 4x2","12.80 km","15.0 s","36.0 s","5.0°/s","2.00","2,200","17,600","70,400","2.56","3,000","10 mm","24,000","96,000","3.50 km","100 mm 3x2","47","4.00 km","36.5 kt","580 m","7.0 s","9.20 km","5.50 km","4.00 km","","","","","","","","","","",""
"Gneisenau","gneisenau","Germany","Battleship","VI","Tech Tree","58,200","82,644","13-360 mm","22%","380 mm 3x2","16.10 km","26.0 s","36.0 s","5.0°/s","1.80","4,440","26,640","61,477","2.12","11,600","26 mm","69,600","160,615","5.30 km","105 mm 7x2","238","4.50 km","28.8 kt","830 m","14.7 s","14.60 km","11.70 km","13.40 km","","","","","","","","","","",""
"Gnevny","gnevny","U.S.S.R.","Destroyer","V","Tech Tree","14,100","14,100","10-19 mm","0%","130 mm 4x1","10.60 km","3.5 s","25.9 s","6.9°/s","2.00","1,900","7,600","130,286","4.86","2,500","9 mm","10,000","171,429","","","38","3.20 km","38.0 kt","610 m","3.9 s","7.00 km","3.50 km","2.60 km","","","","","","","","","","",""
"Gokase","gokase","Japan","Cruiser","V","Tech Tree","28,300","28,300","10-76 mm","4%","152 mm 4x2","14.30 km","10.0 s","24.0 s","7.5°/s","2.00","2,600","20,800","124,800","4.03","2,900","10 mm","23,200","139,200","4.50 km","76.2 mm 4x2","123","3.50 km","37.5 kt","750 m","7.9 s","11.10 km","6.60 km","5.10 km","","","","","","","","","","",""
"Gorizia","gorizia","Italy","Cruiser","VI","Premium","37,100","37,100","13-150 mm","19%","203 mm 4x2","15.60 km","15.0 s","25.7 s","7.0°/s","2.10","2,800","22,400","89,600","2.80","4,800","14 mm","38,400","153,600","4.50 km","100 mm 8x2","91","4.00 km","33.0 kt","580 m","9.8 s","10.40 km","6.50 km","6.00 km","","","","","","","","","","",""
"Gorky","gorky","U.S.S.R.","Cruiser","V","Tech Tree","28,400","28,400","10-150 mm","0%","180 mm 3x3","14.60 km","12.5 s","22.5 s","8.0°/s","2.00","2,500","22,500","108,000","3.43","4,400","12 mm","39,600","190,080","4.50 km","100 mm 6x1","43","3.50 km","36.0 kt","860 m","7.8 s","13.00 km","7.80 km","7.00 km","","","","","","","","","","",""
"Gouden Leeuw","gouden-leeuw","The Netherlands","Cruiser","★","Premium","51,900","73,698","16-360 mm","19%","283 mm 3x3","16.00 km","15.0 s","25.0 s","7.2°/s","2.00","3,900","35,100","140,400","3.46","7,600","19 mm","68,400","273,600","5.00 km","120 mm 6x2","474","5.20 km","33.5 kt","790 m","12.7 s","12.40 km","7.40 km","8.90 km","","","","","","","","","","",""
"Graf Spee","graf-spee","Germany","Cruiser","V","Premium","39,400","50,432","13-170 mm","22%","283 mm 2x3","15.00 km","20.0 s","25.0 s","7.2°/s","1.90","3,200","19,200","57,600","2.21","8,400","19 mm","50,400","151,200","4.00 km","105 mm 3x2","90","4.50 km","28.5 kt","680 m","10.3 s","12.40 km","7.40 km","8.90 km","","","","","","","","","","",""
"Graf Spee B","graf-spee-b","Germany","Cruiser","V","Premium","39,400","50,432","13-170 mm","22%","283 mm 2x3","15.00 km","20.0 s","25.0 s","7.2°/s","1.90","3,200","19,200","57,600","2.21","8,400","19 mm","50,400","151,200","4.00 km","105 mm 3x2","90","4.50 km","28.5 kt","680 m","10.3 s","12.40 km","7.40 km","8.90 km","","","","","","","","","","",""
"Graf Zeppelin","graf-zeppelin","Germany","Aircraft Carrier","VII","Premium","52,600","52,600","9-100 mm","0%","","","","","","","","","","","","","","","5.50 km","105 mm 6x2","258","4.50 km","32.0 kt","1140 m","13.7 s","14.30 km","10.00 km","","","","","","","","","","","",""
"Graf Zeppelin Black","graf-zeppelin-black","Germany","Aircraft Carrier","VII","Premium","52,600","52,600","9-100 mm","0%","","","","","","","","","","","","","","","5.50 km","105 mm 6x2","258","4.50 km","32.0 kt","1140 m","13.7 s","14.30 km","10.00 km","","","","","","","","","","","",""
"Gremyashchy","gremyashchy","U.S.S.R.","Destroyer","I","Premium","13,100","13,100","10-19 mm","0%","130 mm 4x1","10.20 km","5.3 s","36.0 s","5.0°/s","2.00","1,900","7,600","86,038","3.56","2,500","9 mm","10,000","113,208","","","44","3.20 km","37.0 kt","510 m","2.7 s","6.10 km","3.20 km","2.50 km","","","","","","","","","","",""
"Gremyashchy FE","gremyashchy-fe","U.S.S.R.","Destroyer","IV","Premium","13,100","13,100","10-19 mm","0%","130 mm 4x1","10.20 km","5.3 s","36.0 s","5.0°/s","2.00","1,900","7,600","86,038","3.56","2,500","9 mm","10,000","113,208","","","44","3.20 km","37.0 kt","510 m","2.7 s","6.10 km","3.20 km","2.50 km","","","","","","","","","","",""
"Grom","grom","Europe","Destroyer","VI","Tech Tree","15,500","15,500","6-16mm","0%","120 mm 1x1","10.70 km","6.5 s","15.0 s","12.0°/s","2.00","1,900","13,300","122,769","4.46","","","","","","","29","3.50 km","41.0 kt","610 m","3.2 s","6.90 km","3.40 km","2.40 km","","","","","","","","","","",""
"Großer Kurfürst","grosser-kurfurst","Germany","Battleship","★","Premium","105,800","135,424","19-400 mm","25%","406 mm 4x3","17.30 km","30.0 s","40.0 s","4.5°/s","1.80","4,800","57,600","115,200","1.99","12,700","28 mm","152,400","304,800","7.00 km","128 mm 10x2","381","5.20 km","30.0 kt","1050 m","19.4 s","16.10 km","12.90 km","14.10 km","","","","","","","","","","",""
"Gryf","gryf","Europe","Cruiser","I","Tech Tree","7,550","7,550","6-10 mm","0%","120 mm 2x2","10.30 km","3.4 s","18.0 s","10.0°/s","2.00","1,200","7,200","127,059","6.95","","","","","","","29","3.50 km","20.0 kt","360 m","3.8 s","8.50 km","5.10 km","3.10 km","","","","","","","","","","",""
"Guépard","guepard","France","Destroyer","V","Tech Tree","17,200","17,200","6-16 mm","0%","139 mm 5x1","10.60 km","5.6 s","22.5 s","8.0°/s","2.00","2,000","10,000","107,143","4.03","2,600","9 mm","13,000","139,286","","","16","3.00 km","36.0 kt","680 m","4.1 s","6.60 km","3.30 km","2.70 km","","","","","","","","","","",""
"Guépard W","guepard-w","France","Destroyer","V","Premium","17,200","17,200","6-16 mm","0%","139 mm 5x1","10.60 km","5.6 s","22.5 s","8.0°/s","2.00","2,000","10,000","107,143","4.03","2,600","9 mm","13,000","139,286","","","16","3.00 km","36.0 kt","680 m","4.1 s","6.60 km","3.30 km","2.70 km","","","","","","","","","","",""
"Haarlem","haarlem","The Netherlands","Cruiser","VII","Tech Tree","40,100","56,942","16-200 mm","19%","203 mm 3x3","15.80 km","13.0 s","22.5 s","8.0°/s","2.00","2,850","25,650","118,385","3.30","4,800","14 mm","43,200","199,385","5.00 km","120 mm 4x2","223","5.20 km","32.5 kt","730 m","11.1 s","11.80 km","7.10 km","6.60 km","","","","","","","","","","",""
"Haida","haida","Commonwealth","Destroyer","VII","Premium","18,500","18,500","6-20mm","0%","120 mm 3x2","10.90 km","4.5 s","12.0 s","15.0°/s","2.00","2,000","12,000","160,000","3.53","2,200","8 mm","13,200","176,000","4.00 km","102 mm 1x2","59","5.00 km","36.5 kt","630 m","3.8 s","6.60 km","3.30 km","2.40 km","","","","","","","","","","",""
"Hakuryū","hakuryu","Japan","Aircraft Carrier","★","Premium","63,100","63,100","13-165 mm","25%","","","","","","","","","","","","","","","5.50 km","100 mm 12x2","492","5.00 km","34.5 kt","1250 m","17.1 s","15.70 km","12.60 km","2.00 km","","","","","","","","","","",""
"Halland","halland","Europe","Destroyer","★","Premium","19,200","24,576","6-20 mm","0%","120 mm 2x2","11.00 km","2.0 s","7.2 s","25.0°/s","2.00","1,750","7,000","210,000","8.51","2,100","8 mm","8,400","252,000","","","329","5.20 km","35.0 kt","660 m","4.3 s","7.00 km","3.50 km","2.50 km","","","","","","","","","","",""
"Hampshire","hampshire","U.K.","Cruiser","VII","Premium","37,600","50,233","16-152 mm","7%","203 mm 5x2","15.60 km","10.5 s","22.5 s","8.0°/s","2.00","","","","","4,650","14 mm","46,500","265,714","5.00 km","102 mm 6x2","315","5.00 km","30.0 kt","710 m","9.8 s","11.80 km","7.10 km","6.60 km","","","","","","","","","","",""
"Harbin","harbin","Pan","Cruiser","VII","Tech Tree","29,500","37,760","13-100 mm","0%","130 mm 5x2","14.50 km","4.9 s","7.2 s","25.0°/s","2.05","1,900","19,000","232,653","6.32","2,500","9 mm","25,000","306,122","","","170","5.20 km","33.4 kt","660 m","6.9 s","11.80 km","7.40 km","6.10 km","","","","","","","","","","",""
"Hatsuharu","hatsuharu","Japan","Destroyer","V","Tech Tree","11,700","11,700","6-20 mm","0%","127 mm 2x2","10.60 km","6.0 s","25.7 s","7.0°/s","2.00","1,800","9,000","90,000","3.04","2,200","8 mm","11,000","110,000","","","37","5.00 km","36.5 kt","580 m","2.3 s","6.50 km","3.20 km","2.40 km","","","","","","","","","","",""
"Hawke","hawke","U.K.","Battleship","VII","Tech Tree","73,800","104,796","16-406 mm","20%","406 mm 3x3","16.80 km","28.0 s","30.0 s","6.0°/s","1.60","5,950","53,550","114,750","2.13","12,600","28 mm","113,400","243,000","5.50 km","114 mm 8x2","368","5.00 km","30.5 kt","910 m","16.1 s","14.80 km","11.80 km","14.30 km","","","","","","","","","","",""
"Hawkins","hawkins","U.K.","Cruiser","I","Tech Tree","32,200","41,216","6-76 mm","10%","190 mm 7x1","13.60 km","11.0 s","16.4 s","11.0°/s","2.00","3,050","18,300","99,818","3.40","4,050","13 mm","24,300","132,545","4.50 km","102 mm 4x1","40","3.50 km","30.0 kt","640 m","9.1 s","10.60 km","6.30 km","5.50 km","","","","","","","","","","",""
"Hayate","hayate","Japan","Destroyer","VIII","Premium","20,800","20,800","6-20 mm","0%","127 mm 3x2","10.70 km","4.0 s","10.0 s","18.0°/s","2.00","2,150","12,900","193,500","6.48","2,200","8 mm","13,200","198,000","","","112","5.00 km","37.0 kt","750 m","4.6 s","6.70 km","3.40 km","2.50 km","","","","","","","","","","",""
"Heat Ray","heat-ray","Japan","Battleship","IV","Premium","57,100","81,082","6-305 mm","34%","356 mm 6x2","16.70 km","28.0 s","56.3 s","3.2°/s","1.50","5,700","68,400","146,571","2.07","10,200","24 mm","122,400","262,286","4.00 km","127 mm 4x2","121","5.00 km","24.5 kt","740 m","14.9 s","14.90 km","11.90 km","13.00 km","","","","","","","","","","",""
"Hector","hector","Commonwealth","Cruiser","VIII","Premium","34,400","61,920","13-114mm","7%","133 mm 7x2","15.30 km","6.7 s","9.0 s","20.0°/s","2.05","1,900","22,800","204,179","5.66","2,550","9 mm","30,600","274,030","","","363","5.20 km","34.0 kt","760 m","9.0 s","11.10 km","6.70 km","4.20 km","","","","","","","","","","",""
"Helena","helena","U.S.A.","Cruiser","VI","Tech Tree","33,300","33,300","6-165 mm","4%","152 mm 5x3","14.20 km","9.0 s","20.0 s","9.0°/s","2.00","2,200","33,000","220,000","5.69","3,200","10 mm","48,000","320,000","4.50 km","127 mm 4x2","174","5.00 km","32.5 kt","680 m","9.1 s","12.10 km","7.20 km","5.80 km","","","","","","","","","","",""
"Henri IV","henri-iv","France","Cruiser","★","Premium","53,300","68,224","6-220 mm","19%","240 mm 3x3","16.00 km","10.5 s","32.7 s","5.5°/s","2.00","3,400","30,600","174,857","5.10","6,200","16 mm","55,800","318,857","5.00 km","127 mm 6x2","20539","5.20 km","35.0 kt","840 m","11.2 s","14.30 km","8.60 km","9.40 km","","","","","","","","","","",""
"Hermes","hermes","U.K.","Aircraft Carrier","III","Tech Tree","33,200","33,200","10-76 mm","0%","","","","","","","","","","","","","","","3.50 km","102 mm 3x1","8","3.50 km","25.0 kt","750 m","9.6 s","11.00 km","7.70 km","2.00 km","","","","","","","","","","",""
"Hermes W","hermes-w","U.K.","Aircraft Carrier","III","Premium","33,200","33,200","10-76 mm","0%","","","","","","","","","","","","","","","3.50 km","102 mm 3x1","8","3.50 km","25.0 kt","750 m","9.6 s","11.00 km","7.70 km","2.00 km","","","","","","","","","","",""
"Hill","hill","U.S.A.","Destroyer","I","Premium","12,100","12,100","6-13 mm","0%","127 mm 5x1","10.10 km","4.8 s","12.0 s","15.0°/s","2.00","1,800","9,000","112,500","2.83","2,100","8 mm","10,500","131,250","","","52","5.00 km","37.5 kt","560 m","3.1 s","5.90 km","3.10 km","2.30 km","","","","","","","","","","",""
"Hindenburg","hindenburg","Germany","Cruiser","★","Premium","55,500","74,148","13-150mm","13%","","15.90 km","9.8 s","22.5 s","8.0°/s","2.00","2,700","32,400","198,367","4.97","6,000","3 mm","72,000","440,816","5.00 km","105 mm 8x2","411","5.00 km","31.5 kt","800 m","12.1 s","14.20 km","8.50 km","8.40 km","","","","","","","","","","",""
"Hipper","hipper","Germany","Cruiser","VII","Tech Tree","43,800","58,516","13-160 mm","10%","203 mm 4x2","15.80 km","11.5 s","22.5 s","8.0°/s","2.00","2,700","21,600","112,696","3.50","6,000","14 mm","48,000","250,435","5.00 km","105 mm 6x2","288","4.50 km","32.0 kt","740 m","9.7 s","13.50 km","8.10 km","7.90 km","","","","","","","","","","",""
"Hizen","hizen","Japan","Battleship","VIII","Premium","75,900","97,152","19-493 mm","37%","410 mm 4x3","17.40 km","33.5 s","45.0 s","4.0°/s","1.70","6,500","78,000","139,701","1.77","12,100","28 mm","145,200","260,060","5.00 km","127 mm 2x2","286","5.00 km","29.0 kt","880 m","17.1 s","15.50 km","12.50 km","15.10 km","","","","","","","","","","",""
"Hood","hood","U.K.","Battleship","VI","Premium","67,700","96,134","13-381 mm","18%","381 mm 4x2","15.90 km","27.0 s","36.0 s","5.0°/s","1.90","5,300","42,400","94,222","2.14","11,400","26 mm","91,200","202,667","5.00 km","102 mm 7x2","183","5.00 km","32.0 kt","910 m","13.4 s","14.00 km","11.80 km","13.50 km","","","","","","","","","","",""
"Hōshō","hosho","Japan","Aircraft Carrier","III","Tech Tree","31,800","31,800","6-20 mm","0%","","","","","","","","","","","","","","","3.50 km","140 mm 4x1","21","1.20 km","25.0 kt","740 m","7.9 s","10.60 km","7.40 km","2.00 km","","","","","","","","","","",""
"Hsienyang","hsienyang","Pan","Destroyer","VII","Tech Tree","15,500","15,500","3-20 mm","0%","127 mm 4x1","11.50 km","3.3 s","5.3 s","34.0°/s","2.00","1,900","7,600","138,182","3.37","2,200","8 mm","8,800","160,000","","","77","5.00 km","38.0 kt","570 m","4.9 s","7.00 km","3.50 km","2.60 km","","","","","","","","","","",""
"Huanghe","huanghe","Pan","Cruiser","V","Premium","24,100","24,100","9-100 mm","7%","152 mm 3x2","14.30 km","7.0 s","25.7 s","7.0°/s","2.00","2,200","13,200","113,143","4.59","3,300","10 mm","19,800","169,714","5.00 km","100 mm 4x2","181","5.00 km","33.0 kt","570 m","6.7 s","11.30 km","7.10 km","5.60 km","","","","","","","","","","",""
